sgRNA	Gene	PO1f_1	PO1f_2	PO1f_3	PO1f_Cas9_ku70_1	PO1f_Cas9_ku70_2	PO1f_Cas9_ku70_3
16788	YALI1_E04060g	206	276	367	0	0	0
19883	YALI1_D17577g	58	120	106	0	0	0
9308	YALI1_B11183g	327	707	853	0	0	1
38506	YALI1_C17728g	117	660	439	240	580	541
47333	YALI1_F33445g	149	37	26	13	22	7
35341	YALI1_D08621g	368	205	465	30	138	114
44489	YALI1_E03416g	117	130	306	0	42	30
10453	YALI1_C12513g	279	361	705	23	158	119
8528	YALI1_A14150g	378	431	447	0	3	4
40806	YALI1_E09817g	196	114	20	0	0	8
37173	YALI1_B11648g	191	241	161	0	0	0
39378	YALI1_D08360g	626	645	934	19	27	28
2378	YALI1_C05931g	125	337	363	14	62	34
6503	YALI1_F03075g	151	113	468	13	24	12
10388	YALI1_C10318g	64	71	140	1	0	1
44355	YALI1_D36161g	187	209	795	0	1	0
6605	YALI1_F05814g	137	245	268	65	274	148
5352	YALI1_E16255g	254	358	624	0	2	1
21565	YALI1_E25424g	446	393	908	1	0	0
6954	YALI1_F14583g	201	464	394	0	0	0
34680	YALI1_C24198g	485	615	503	0	0	3
46956	YALI1_F23922g	511	352	849	0	0	0
3190	YALI1_C29302g	365	537	874	300	722	520
19243	YALI1_F24270g	394	377	1011	0	4	2
14155	YALI1_C02402g	357	258	408	297	950	702
30267	YALI1_F01946g	90	193	298	1	17	31
2755	YALI1_C16572g	265	187	529	2	21	8
28663	YALI1_E03449g	200	163	312	4	0	5
36499	YALI1_A16944g	39	41	203	0	0	0
19189	YALI1_F22940g	85	30	22	0	0	0
38038	YALI1_C04778g	387	230	305	0	0	9
3939	YALI1_D14609g	67	141	268	9	66	39
18769	YALI1_F12562g	86	150	232	86	90	94
27859	YALI1_D17620g	37	72	43	0	2	1
18419	YALI1_F03428g	79	100	81	28	16	14
13775	YALI1_B22391g	86	111	150	0	0	1
38599	YALI1_C19976g	67	111	101	0	0	0
6214	YALI1_E36887g	17	223	196	0	0	0
1757	YALI1_B19429g	89	90	93	27	44	15
1453	YALI1_B11167g	374	278	621	2	0	1
2168	YALI1_B30333g	313	473	670	833	1763	1580
44488	YALI1_E03396g	256	130	60	0	0	0
28175	YALI1_D26142g	111	91	161	0	0	0
44004	YALI1_D26146g	363	199	369	1	1	0
32019	YALI1_A06149g	89	132	227	125	271	238
32566	YALI1_A19924g	239	251	451	0	0	2
24301	YALI1_A09422g	225	134	369	0	0	0
19971	YALI1_D20304g	64	137	161	20	213	144
46586	YALI1_F14650g	217	421	595	0	1	1
2045	YALI1_B27254g	219	138	214	5	56	17
7991	YALI1_A00504g	168	119	205	0	0	0
13476	YALI1_B14645g	150	231	96	0	0	0
26449	YALI1_C13856g	368	289	363	0	0	0
12705	YALI1_A17123g	574	501	1046	2	2	1
44091	YALI1_D28537g	294	343	490	25	176	84
9989	YALI1_B29711g	143	143	442	4	40	15
3073	YALI1_C25452g	271	171	749	406	764	464
11925	Nontargeting	332	295	432	2384	1523	1564
1093	YALI1_B01752g	226	323	549	66	49	130
11940	Nontargeting	199	31	132	217	249	172
6258	YALI1_E37950g	110	108	220	0	0	1
39043	YALI1_C33086g	68	25	26	0	0	0
31461	YALI1_F32460g	49	200	483	0	0	0
3659	YALI1_D08000g	748	722	1182	16	6	57
20962	YALI1_E10811g	370	418	1215	3	0	0
13287	YALI1_B09181g	311	146	890	1	1	1
9189	YALI1_B07915g	108	492	235	0	0	4
36085	YALI1_A06530g	420	695	1143	669	1412	841
28586	YALI1_E01623g	494	798	1191	115	143	81
41598	YALI1_E28957g	775	790	1044	78	81	113
21306	YALI1_E19415g	112	406	561	1	0	0
43949	YALI1_D24809g	240	314	454	0	54	16
1086	YALI1_B01578g	404	617	435	48	1	13
46764	YALI1_F18641g	250	377	427	44	119	47
24667	YALI1_A18660g	176	191	479	13	70	46
31830	YALI1_A01577g	79	72	320	0	0	0
20823	YALI1_E06655g	87	51	247	0	0	0
9259	YALI1_B09592g	572	490	1196	0	2	0
40833	YALI1_E10587g	354	320	293	0	0	4
33796	YALI1_B29785g	217	201	557	1	63	9
47049	YALI1_F26058g	99	175	100	0	0	10
31195	YALI1_F25546g	376	421	984	0	0	4
18161	YALI1_E37982g	401	567	1375	1	0	1
2386	YALI1_C06118g	393	258	544	0	0	0
12416	YALI1_A09789g	93	88	126	6	5	0
38565	YALI1_C19105g	323	187	914	1	0	1
9809	YALI1_B24564g	139	113	215	144	635	356
44327	YALI1_D35398g	153	379	195	0	0	0
8432	YALI1_A11612g	344	329	561	8	7	22
29926	YALI1_E34832g	54	94	190	0	0	0
39690	YALI1_D15963g	151	313	106	1	0	0
17046	YALI1_E11215g	269	285	451	0	0	0
29690	YALI1_E28808g	290	437	553	14	13	16
33619	YALI1_B24901g	196	382	460	7	74	37
15398	YALI1_D03412g	82	129	356	0	5	8
32072	YALI1_A07309g	226	304	580	18	23	10
31118	YALI1_F23560g	240	646	430	0	0	1
16501	YALI1_D32933g	313	299	534	0	0	0
35843	YALI1_A00574g	100	191	316	0	0	0
40372	YALI1_D34684g	137	183	469	0	5	0
17728	YALI1_E27532g	232	169	517	0	18	25
33099	YALI1_B10813g	106	74	159	0	2	0
425	YALI1_A07418g	522	356	1114	1	3	4
2507	YALI1_C09489g	200	65	184	53	236	162
44674	YALI1_E08071g	95	157	227	0	0	0
46872	YALI1_F21583g	242	71	362	0	5	4
38358	YALI1_C14027g	298	495	421	5	0	19
26081	YALI1_C03286g	245	330	430	0	0	0
19799	YALI1_F38161g	135	0	137	40	88	88
38580	YALI1_C19500g	88	126	28	0	0	0
9621	YALI1_B19713g	95	65	36	0	0	0
9617	YALI1_B19567g	489	594	1458	286	309	247
34400	YALI1_C16305g	54	6	0	0	0	0
29347	YALI1_E20885g	287	328	304	0	0	0
38908	YALI1_C29618g	217	222	133	0	0	0
19881	YALI1_D17543g	364	553	467	1	0	0
8983	YALI1_B02550g	340	617	1426	379	801	676
14047	YALI1_B29915g	55	34	280	0	0	0
7235	YALI1_F21453g	208	164	366	50	10	63
27474	YALI1_D08317g	123	169	334	1	2	4
42376	YALI1_F07793g	68	106	164	17	63	84
4946	YALI1_E05602g	183	392	498	140	234	396
45961	YALI1_E39656g	363	543	527	17	14	17
4969	YALI1_E06031g	315	265	661	92	41	97
4071	YALI1_D17885g	113	147	385	8	4	0
7607	YALI1_F31283g	137	289	205	35	50	8
3188	YALI1_C29202g	439	410	632	11	13	2
25535	YALI1_B18854g	379	297	395	4	0	0
3433	YALI1_D01780g	78	70	395	7	74	97
43422	YALI1_F33764g	597	1061	1151	487	1584	1225
41533	YALI1_E27600g	392	486	508	34	88	12
20290	YALI1_D28569g	63	158	193	0	0	2
14708	YALI1_C17820g	77	111	36	0	0	0
2337	YALI1_C04818g	476	227	454	1	2	1
20082	YALI1_D22997g	44	125	305	0	0	0
32826	YALI1_B03797g	147	89	40	0	0	0
1842	YALI1_B21538g	185	337	720	29	206	130
15459	YALI1_D05195g	272	151	377	0	0	0
30657	YALI1_F12254g	253	243	1027	1	22	13
9755	YALI1_B23061g	77	187	337	1	93	71
43504	YALI1_F35746g	212	251	424	1	0	0
27226	YALI1_D01489g	91	231	718	17	56	39
43010	YALI1_F23391g	71	135	393	117	168	205
45347	YALI1_E24812g	389	240	661	0	0	0
37632	YALI1_B23794g	230	237	279	1	0	1
42420	YALI1_F08944g	60	230	182	0	2	3
306	YALI1_A04848g	323	382	1079	17	23	16
34469	YALI1_C17988g	357	506	864	7	8	18
46791	YALI1_F19244g	237	475	427	0	0	1
3954	YALI1_D15114g	196	743	497	0	0	0
24993	YALI1_B04433g	56	56	21	0	0	0
8425	YALI1_A11415g	181	368	542	1	5	0
1331	YALI1_B07843g	266	139	511	0	1	1
17599	YALI1_E24442g	173	191	384	0	0	0
23832	Nontargeting	86	131	242	143	646	470
30830	YALI1_F16158g	267	164	705	0	0	0
1805	YALI1_B20634g	261	458	501	209	583	336
46390	YALI1_F09932g	66	129	250	4	11	20
45407	YALI1_E26320g	591	733	892	220	274	286
544	YALI1_A10708g	356	509	670	3	0	1
44807	YALI1_E11976g	254	478	1023	78	222	79
6161	YALI1_E35652g	136	159	190	118	650	444
27998	YALI1_D21511g	182	358	116	0	1	3
19671	YALI1_F34895g	80	33	151	1	0	0
31426	YALI1_F31689g	107	65	0	0	0	0
4800	YALI1_E02007g	238	253	573	0	0	0
23738	YALI1_F38450g	79	29	155	0	0	0
16573	YALI1_D34758g	214	405	661	0	0	2
4793	YALI1_E01865g	198	450	960	0	1	0
36354	YALI1_A13593g	382	297	516	0	0	0
23751	YALI1_F38756g	111	200	314	0	0	2
11024	YALI1_C28686g	341	447	458	1	0	0
38431	YALI1_C15947g	367	280	559	245	125	86
10423	YALI1_C11694g	699	911	854	50	161	234
14755	YALI1_C18878g	202	207	475	0	0	0
24018	YALI1_A02615g	193	94	74	476	395	260
33052	YALI1_B09367g	121	250	551	36	56	51
33624	YALI1_B25017g	255	537	333	1	8	26
12205	YALI1_A04815g	692	666	1252	113	186	217
3061	YALI1_C25171g	53	101	276	1	0	0
7080	YALI1_F17203g	320	222	278	595	656	767
24992	YALI1_B04391g	392	314	496	54	80	36
12848	YALI1_A20849g	408	643	776	2	0	1
46210	YALI1_F04980g	312	419	510	29	198	195
47380	YALI1_F34472g	385	478	400	163	60	136
4401	YALI1_D26844g	172	266	358	0	0	0
13459	YALI1_B14236g	86	78	123	0	0	0
37124	YALI1_B10170g	55	152	479	0	0	27
4249	YALI1_D22888g	491	657	1094	0	8	8
12409	YALI1_A09638g	496	332	435	1131	1106	842
13378	YALI1_B11794g	115	217	378	0	0	4
30282	YALI1_F02378g	166	317	686	0	0	0
23724	YALI1_F38116g	248	430	771	186	501	360
31401	YALI1_F31070g	129	171	295	164	272	265
7672	YALI1_F32688g	313	449	363	33	286	117
23021	YALI1_F20182g	211	316	393	0	0	0
10804	YALI1_C21634g	299	579	908	1	116	95
2675	YALI1_C14641g	71	90	226	1	0	0
6259	YALI1_E37956g	354	720	977	1	0	0
4060	YALI1_D17725g	178	152	186	0	0	0
12551	YALI1_A13591g	285	176	353	0	0	1
18792	YALI1_F13039g	94	159	142	0	0	8
1353	YALI1_B08438g	186	107	189	1	0	3
2371	YALI1_C05789g	187	202	505	0	0	0
27857	YALI1_D17577g	191	187	220	468	459	226
22917	YALI1_F17431g	73	61	29	0	0	0
22073	YALI1_E37687g	51	37	97	0	0	0
17760	YALI1_E28097g	177	115	14	0	0	0
10204	YALI1_C05178g	238	310	978	3	4	1
19739	YALI1_F36733g	272	437	301	0	0	1
42579	YALI1_F12757g	287	300	206	0	0	2
32758	YALI1_B01892g	235	644	549	20	0	7
17675	YALI1_E26223g	137	237	404	438	870	612
28153	YALI1_D25606g	233	45	392	104	323	258
14853	YALI1_C21664g	265	119	359	0	0	1
25082	YALI1_B06537g	81	99	37	0	0	0
38750	YALI1_C24767g	294	339	630	3	23	10
42162	YALI1_F01755g	259	307	293	0	0	0
34123	YALI1_C08218g	139	137	175	109	405	469
27685	YALI1_D13226g	183	242	298	21	16	29
41264	YALI1_E21222g	249	626	402	0	33	0
42969	YALI1_F22321g	190	547	312	17	5	16
5079	YALI1_E09128g	368	476	383	111	23	48
3802	YALI1_D11368g	146	176	270	0	0	0
43539	YALI1_F36706g	93	842	368	51	137	98
39893	YALI1_D21385g	666	1201	1245	118	346	85
35113	YALI1_D02316g	160	419	274	4	1	8
26585	YALI1_C17314g	404	249	284	0	0	0
10836	YALI1_C23021g	385	501	553	1	0	2
29255	YALI1_E18843g	408	329	488	2	34	26
38720	YALI1_C23950g	96	163	97	0	0	0
3068	YALI1_C25336g	147	248	320	0	0	1
34047	YALI1_C06222g	127	198	257	0	38	48
38367	YALI1_C14273g	290	475	807	119	329	214
18634	YALI1_F09317g	47	193	92	0	0	0
25624	YALI1_B21042g	142	92	271	1	0	0
10416	YALI1_C11382g	494	604	728	2	7	10
12715	YALI1_A17419g	46	48	191	0	0	4
8332	YALI1_A08875g	490	677	653	1	2	0
40037	YALI1_D25208g	182	121	708	0	2	0
39662	YALI1_D15288g	299	426	218	1	0	0
6498	YALI1_F02939g	225	243	451	140	181	113
6527	YALI1_F03604g	155	101	419	177	116	94
44903	YALI1_E14353g	149	308	202	7	4	3
15237	YALI1_C32975g	341	240	490	499	757	471
15972	YALI1_D17885g	218	358	891	0	0	13
36101	YALI1_A06815g	151	222	248	0	0	1
41274	YALI1_E21443g	282	536	692	9	24	9
44292	YALI1_D34508g	230	242	242	0	0	11
36987	YALI1_B06620g	137	151	330	0	0	0
32549	YALI1_A19483g	298	96	383	0	0	0
27919	YALI1_D19187g	90	254	364	0	0	0
37045	YALI1_B08134g	365	555	912	0	28	4
7573	YALI1_F30289g	775	1073	1370	2	0	1
11558	YALI1_D09055g	507	409	117	377	1014	619
2704	YALI1_C15388g	249	683	705	6	8	9
12718	YALI1_A17470g	388	346	845	1	0	0
44751	YALI1_E10320g	227	159	210	60	188	137
45188	YALI1_E21183g	134	62	235	40	28	88
26561	YALI1_C16688g	376	362	531	0	0	0
35995	YALI1_A04495g	246	129	280	0	30	1
7009	YALI1_F15817g	268	188	565	0	0	0
10367	YALI1_C09696g	515	466	633	77	89	238
6383	YALI1_E41057g	327	160	365	0	2	3
3225	YALI1_C30078g	499	532	1035	0	2	4
43491	YALI1_F35489g	309	425	411	2	0	0
42262	YALI1_F04314g	247	291	451	0	1	1
35916	YALI1_A02552g	246	185	177	0	13	7
46769	YALI1_F18812g	111	311	309	0	28	14
45237	YALI1_E22265g	332	534	935	0	0	0
36398	YALI1_A14568g	250	537	758	26	148	99
27331	YALI1_D04432g	273	502	334	0	1	0
9824	YALI1_B25077g	320	563	641	0	1	11
12263	YALI1_A06128g	49	59	110	44	103	55
42045	YALI1_E39983g	164	495	713	11	0	0
42728	YALI1_F16058g	125	119	352	0	0	0
9358	YALI1_B12489g	164	181	249	1	0	22
11682	YALI1_D11971g	293	176	446	0	0	0
25840	YALI1_B27102g	268	400	800	0	0	0
33447	YALI1_B20289g	317	528	400	2	0	0
31097	YALI1_F23109g	828	366	837	1	0	0
24967	YALI1_B03610g	182	147	283	0	0	0
39588	YALI1_D13251g	283	280	373	0	9	42
5350	YALI1_E16230g	209	520	660	2	0	1
42847	YALI1_F18943g	233	352	741	0	0	2
21943	YALI1_E34621g	34	105	92	0	0	0
2779	YALI1_C17220g	193	482	460	1	0	0
44835	YALI1_E12730g	56	149	249	0	0	48
30137	YALI1_E39820g	212	420	612	11	2	58
43887	YALI1_D23128g	153	244	465	0	0	0
21228	YALI1_E17377g	54	0	0	0	6	1
5122	YALI1_E10339g	298	308	257	0	0	0
22586	YALI1_F09863g	372	123	285	2	0	0
41056	YALI1_E16300g	322	266	740	105	443	417
34489	YALI1_C18457g	169	514	782	0	0	0
33342	YALI1_B17695g	127	340	270	31	156	98
30083	YALI1_E38389g	395	475	976	2	11	1
26955	YALI1_C28263g	408	523	999	227	724	333
38485	YALI1_C17307g	114	538	489	139	256	267
42479	YALI1_F10375g	241	390	334	0	0	4
27197	YALI1_D00766g	213	117	407	14	0	0
21237	YALI1_E17594g	39	99	241	24	79	107
7956	YALI1_F39330g	391	397	897	3	0	0
628	YALI1_A13041g	149	151	200	0	2	3
8137	YALI1_A04164g	115	115	187	96	99	54
15356	YALI1_D02221g	74	359	408	0	0	0
3887	YALI1_D13315g	335	102	624	0	0	0
10779	YALI1_C20592g	130	205	262	0	0	0
4749	YALI1_E00680g	142	79	201	0	0	45
20574	YALI1_E00613g	160	251	304	0	0	0
10202	YALI1_C05125g	310	185	236	0	0	0
44184	YALI1_D31482g	328	249	496	3	18	41
30312	YALI1_F03215g	131	53	183	0	0	5
43359	YALI1_F32387g	154	143	185	0	0	1
7843	YALI1_F36805g	111	331	283	1	0	1
4549	YALI1_D31274g	184	342	464	1	15	14
41940	YALI1_E37441g	898	837	1353	1	0	0
33218	YALI1_B14308g	181	329	524	0	0	0
32456	YALI1_A16991g	165	62	263	1	0	0
7096	YALI1_F17522g	265	139	197	0	0	0
25329	YALI1_B13328g	185	145	283	0	5	0
31795	YALI1_A00558g	46	109	118	0	0	1
37104	YALI1_B09518g	173	173	221	11	42	52
35712	Nontargeting	162	265	213	307	807	1040
15063	YALI1_C28497g	117	122	328	0	10	4
41384	YALI1_E24078g	284	535	908	27	175	70
26423	YALI1_C13186g	198	445	219	584	679	504
23574	YALI1_F34351g	180	412	571	8	19	2
8999	YALI1_B02931g	116	60	68	0	0	0
14712	YALI1_C17947g	694	548	1082	161	288	316
46153	YALI1_F03495g	254	477	331	0	0	0
2816	YALI1_C18073g	230	566	584	1	0	0
26071	YALI1_C02904g	149	94	92	2	5	0
42177	YALI1_F02265g	250	359	555	3	0	9
36488	YALI1_A16770g	227	400	524	11	28	64
29991	YALI1_E36309g	37	143	152	143	490	229
4880	YALI1_E03918g	368	232	579	0	0	0
16661	YALI1_E00986g	163	298	528	2	0	0
33853	YALI1_C00784g	108	175	196	0	0	0
24473	YALI1_A14127g	292	164	538	2	42	16
11576	YALI1_D09404g	180	107	152	6	88	48
22362	YALI1_F03830g	30	62	234	0	1	0
28247	YALI1_D28033g	53	161	308	0	0	0
28697	YALI1_E04312g	128	229	654	0	0	0
2915	YALI1_C20364g	366	351	728	0	0	4
2179	YALI1_C00230g	492	871	892	6419	6914	7244
30299	YALI1_F02903g	374	367	693	6	3	8
29902	YALI1_E34238g	217	456	446	178	390	199
37275	YALI1_B14573g	326	287	471	90	137	99
8316	YALI1_A08502g	595	757	1060	424	787	1042
27320	YALI1_D04017g	218	164	343	0	0	1
9672	YALI1_B20968g	278	540	617	15	0	1
7589	YALI1_F30647g	215	579	799	0	0	2
26503	YALI1_C15359g	309	122	234	152	248	472
44102	YALI1_D28973g	621	567	646	2	0	0
45778	YALI1_E35329g	75	257	468	1	0	0
29411	YALI1_E22329g	173	287	368	0	0	0
18196	YALI1_E38706g	75	138	169	0	1	0
47539	YALI1_F38432g	267	165	285	0	0	0
6136	YALI1_E35067g	109	151	155	17	38	83
25949	YALI1_B29941g	134	83	0	18	67	28
16159	YALI1_D23142g	328	455	1044	1	1	0
28319	YALI1_D30256g	23	29	22	0	0	6
43724	YALI1_D18495g	247	176	499	2	0	0
2070	YALI1_B27805g	77	156	246	1	0	0
9571	YALI1_B18472g	310	526	685	0	0	3
24218	YALI1_A07309g	220	259	617	0	0	0
21045	YALI1_E12987g	20	0	19	0	0	0
2766	YALI1_C16932g	195	310	389	0	0	0
45915	YALI1_E38512g	393	357	618	2	0	3
23867	Nontargeting	118	215	425	1243	649	550
10569	YALI1_C15532g	209	248	197	34	323	155
9409	YALI1_B14150g	398	482	650	13	48	81
29865	YALI1_E33285g	94	228	233	15	52	83
34316	YALI1_C14169g	222	86	62	1	10	0
4227	YALI1_D22247g	907	831	1465	509	465	336
19723	YALI1_F36233g	168	329	533	0	0	0
36258	YALI1_A11043g	419	443	843	17	16	88
37358	YALI1_B16645g	320	317	1072	115	232	229
31557	YALI1_F34610g	208	509	369	17	36	13
11468	YALI1_D06788g	204	365	648	0	0	0
24459	YALI1_A13737g	330	245	929	1	0	0
10978	YALI1_C26777g	280	379	175	34	61	46
33843	YALI1_C00442g	148	317	247	125	235	225
33333	YALI1_B17363g	329	134	226	0	0	1
19683	YALI1_F35274g	141	88	165	1	0	0
3588	YALI1_D06043g	311	348	341	115	197	66
8682	YALI1_A17671g	157	360	345	1	1	0
41070	YALI1_E16609g	258	299	334	3	0	1
6425	YALI1_F00504g	53	136	275	3	0	1
36723	YALI1_A22454g	232	282	400	597	1015	727
11845	YALI1_D16009g	58	37	217	0	0	0
29752	YALI1_E30496g	97	92	214	0	0	0
17992	YALI1_E34072g	197	216	47	0	0	0
1848	YALI1_B21714g	412	686	844	464	488	409
32170	YALI1_A09787g	318	61	168	0	0	0
40001	YALI1_D24308g	27	66	97	0	0	0
7744	YALI1_F34304g	205	271	457	0	4	0
3308	YALI1_C32253g	224	301	931	1	0	0
47043	YALI1_F25951g	159	201	423	0	0	0
6734	YALI1_F09335g	427	277	408	2	0	0
27918	YALI1_D19174g	254	287	655	1	0	0
15353	YALI1_D02180g	118	95	172	0	1	0
3426	YALI1_D01515g	121	162	381	4	40	17
23858	Nontargeting	126	329	228	206	823	463
43792	YALI1_D20719g	79	96	186	0	0	0
6852	YALI1_F12138g	63	146	99	21	19	31
41751	YALI1_E32908g	265	130	245	2	0	32
10561	YALI1_C15420g	160	137	275	0	0	1
31917	YALI1_A03669g	522	703	937	16	50	48
9988	YALI1_B29662g	705	1025	1467	1	1	0
3278	YALI1_C31389g	421	372	704	2	0	1
17480	YALI1_E21570g	37	38	53	0	0	0
16259	YALI1_D25831g	142	62	284	0	0	2
34880	YALI1_C30058g	372	361	856	85	75	17
45887	YALI1_E37939g	141	345	173	0	0	0
8651	YALI1_A16950g	221	681	617	2	9	15
15733	YALI1_D12056g	202	516	964	38	200	103
21846	YALI1_E32180g	79	139	362	0	4	2
22735	YALI1_F13355g	257	386	554	0	7	0
26204	YALI1_C06532g	150	219	234	38	29	32
33212	YALI1_B14187g	217	177	218	0	0	0
40611	YALI1_E04629g	69	143	126	0	0	33
17946	YALI1_E32816g	111	272	91	0	0	5
6189	YALI1_E36309g	269	183	297	7	25	19
35450	YALI1_D11177g	102	117	258	246	517	304
5399	YALI1_E17355g	266	304	433	62	101	95
36835	YALI1_B02642g	428	874	1419	3	0	9
25774	YALI1_B25107g	309	436	345	0	0	0
14947	YALI1_C24755g	64	216	88	179	231	131
34170	YALI1_C09718g	135	212	193	15	12	139
2194	YALI1_C00739g	939	790	1497	0	0	0
59	Nontargeting	275	338	573	530	752	652
6718	YALI1_F09003g	240	85	106	31	106	62
18878	YALI1_F15108g	40	227	76	0	0	0
736	YALI1_A15528g	262	176	253	0	0	0
43231	YALI1_F29078g	239	631	284	0	0	2
6040	YALI1_E32693g	100	313	723	239	544	561
7305	YALI1_F23364g	319	317	775	214	164	177
13649	YALI1_B19217g	760	1194	2120	0	0	2
8056	YALI1_A02263g	955	953	1533	0	0	2
13083	YALI1_B04200g	68	188	307	0	0	3
31391	YALI1_F30647g	195	126	221	0	2	0
5736	YALI1_E25400g	76	283	244	0	0	0
33228	YALI1_B14573g	427	735	1046	472	1704	1440
5211	YALI1_E12847g	220	189	380	1	13	8
7234	YALI1_F21426g	244	408	485	0	0	0
21487	YALI1_E23610g	190	95	172	0	0	0
32186	YALI1_A10146g	186	351	270	1	0	0
38308	YALI1_C12725g	197	450	85	0	0	0
14660	YALI1_C16688g	216	261	676	0	0	0
527	YALI1_A10072g	178	222	505	0	0	0
41464	YALI1_E25889g	801	548	1059	1572	4162	1688
39587	YALI1_D13238g	248	86	164	9	16	13
827	YALI1_A17651g	113	183	568	0	0	3
4586	YALI1_D32494g	613	625	1001	6	10	13
39223	YALI1_D04055g	230	334	519	0	0	0
30642	YALI1_F11878g	131	167	106	0	0	1
16702	YALI1_E02046g	207	239	248	0	0	0
22938	YALI1_F17805g	338	413	561	0	0	3
10564	YALI1_C15465g	208	306	640	3	0	0
35391	YALI1_D09785g	389	442	698	0	1	0
16076	YALI1_D21022g	591	539	1224	6	4	2
2098	YALI1_B28659g	204	213	436	0	1	36
4721	YALI1_D36035g	342	513	929	279	340	422
33981	YALI1_C04436g	243	316	1154	1	0	0
5169	YALI1_E11768g	91	225	253	1	0	0
38216	YALI1_C09696g	234	365	766	15	114	133
30750	YALI1_F14403g	493	472	1073	0	0	1
30593	YALI1_F10774g	140	133	197	8	78	22
13328	YALI1_B10359g	237	106	388	0	6	11
29773	YALI1_E31034g	119	136	728	1	26	4
3288	YALI1_C31791g	304	496	769	2	0	16
35026	YALI1_D00231g	175	136	169	1	1	0
46995	YALI1_F24708g	146	282	398	4	3	10
5075	YALI1_E08937g	144	162	582	37	58	26
5108	YALI1_E09972g	78	243	118	0	0	0
22380	YALI1_F04157g	109	67	393	0	0	0
26588	YALI1_C17411g	165	49	344	19	0	0
11481	YALI1_D07182g	180	341	833	0	0	0
7724	YALI1_F33861g	44	78	39	0	0	0
32034	YALI1_A06434g	619	934	972	1	0	0
16334	YALI1_D27765g	651	1005	1342	1521	2193	1935
46826	YALI1_F20323g	163	351	514	2	0	0
30236	YALI1_F00960g	153	227	161	0	0	0
42051	YALI1_E40144g	308	381	439	63	48	28
2773	YALI1_C17091g	184	267	139	0	0	0
25112	YALI1_B07284g	363	336	645	0	10	12
21510	YALI1_E24113g	115	145	91	0	0	0
1569	YALI1_B14510g	41	13	75	0	0	0
3912	YALI1_D14097g	244	139	379	0	0	1
22933	YALI1_F17706g	83	39	148	0	0	0
37584	YALI1_B22549g	219	832	468	73	125	64
31437	YALI1_F31902g	215	531	548	0	0	0
35151	YALI1_D03329g	113	170	173	7	10	4
41538	YALI1_E27649g	201	481	633	219	709	579
30176	YALI1_E40785g	172	214	530	0	0	0
40862	YALI1_E11485g	269	193	314	1	0	0
19329	YALI1_F26367g	28	18	93	0	0	0
5951	YALI1_E30520g	180	334	473	0	0	3
4187	YALI1_D21256g	235	452	372	504	981	639
40762	YALI1_E08472g	412	309	743	27	43	28
22641	YALI1_F11261g	204	270	564	0	0	1
20296	YALI1_D28842g	51	108	78	0	0	0
46198	YALI1_F04643g	244	481	847	791	1615	1077
45670	YALI1_E32693g	144	187	251	1	0	0
22858	YALI1_F16177g	32	39	250	0	0	2
26124	YALI1_C04351g	244	339	513	0	0	2
36004	YALI1_A04742g	256	244	254	176	703	414
23996	YALI1_A02075g	105	201	268	1	0	0
43212	YALI1_F28537g	346	681	1010	5	0	1
38835	YALI1_C26975g	216	306	665	18	43	77
2450	YALI1_C07721g	80	148	224	0	0	0
41684	YALI1_E31351g	122	618	721	304	457	341
40044	YALI1_D25330g	107	180	415	0	0	0
1430	YALI1_B10449g	233	268	518	1	0	0
622	YALI1_A12852g	274	201	514	92	187	102
43733	YALI1_D18833g	273	268	433	84	33	23
23309	YALI1_F27871g	132	229	312	0	0	0
40766	YALI1_E08575g	316	447	758	57	131	72
40676	YALI1_E06109g	236	366	358	598	394	339
2170	YALI1_B30382g	269	413	1169	1202	3606	2164
32685	YALI1_B00121g	482	449	788	673	1159	897
36414	YALI1_A15040t	153	143	79	0	0	0
5412	YALI1_E17643g	99	184	842	1	0	0
40760	YALI1_E08440g	244	82	431	8	56	178
8692	YALI1_A18036g	243	237	537	0	0	4
33313	YALI1_B16705g	214	320	403	173	148	127
39915	YALI1_D21968g	423	549	942	0	2	0
45009	YALI1_E16919g	235	269	657	183	233	280
10567	YALI1_C15516g	99	135	306	1	1	2
15017	YALI1_C26580g	111	281	300	41	271	330
16740	YALI1_E02885g	267	296	572	0	0	5
19982	YALI1_D20618g	738	572	1846	2	30	4
47305	YALI1_F32744g	212	209	381	1	10	10
39782	YALI1_D18048g	472	388	792	0	0	2
30668	YALI1_F12523g	7	36	7	0	0	0
11612	YALI1_D10243g	132	220	611	0	14	64
6927	YALI1_F13953g	252	170	449	18	163	111
35373	YALI1_D09308g	59	66	106	7	21	69
31615	YALI1_F35983g	492	602	1332	0	2	0
24391	YALI1_A11876g	164	272	362	0	1	1
3630	YALI1_D07252g	627	523	1037	1	3	4
34456	YALI1_C17680g	155	107	326	0	0	0
23395	YALI1_F30061g	460	317	329	0	0	16
41109	YALI1_E17527g	401	361	570	216	334	283
25153	YALI1_B08374g	77	116	97	13	107	31
12340	YALI1_A07766g	62	34	108	0	2	3
44332	YALI1_D35509g	163	207	200	0	0	0
8712	YALI1_A18470g	594	612	697	0	12	8
45293	YALI1_E23691g	198	152	284	0	0	0
40727	YALI1_E07506g	180	478	573	595	974	673
4726	YALI1_D36182g	233	155	448	377	550	495
4837	YALI1_E02832g	205	165	363	0	0	4
